,post,class
16785,america will be safe when trump out the white house lol yes,not_hate
20581,increase severity of penalty for illegal immigrants illegal activities. just deporting does not work. that is not sufficient punishment,implicit_hate
14655,u . n . warns of #immigration crisis as women flee central america,not_hate
12863,white hate leader donated to scalise via,not_hate
20801,all blackies must go back to africa or israel pl vacate,implicit_hate
18461," racist or stupid ... so which one are you pal ? ? ? grow up ... make better jokes ... your black  "" friend "" "" should whoop yo asss """,not_hate
9824,nightclubs struggling to keep open as young german women now too afraid to go out at night,not_hate
12356,google searches and the holocaust : google has recently set out some proposals to move from ranking its searche ...,not_hate
18241,the system is anti-white and anti-southern . i am pro-white and pro-southern . which side are you on ?,implicit_hate
15352,oh look brad  my dangerous antifa chemical warfare has arrived,not_hate
21350,"Person cutting my hair:: So are you seeing anyone? Me:: Not since things ended with my last boyfriend. It was complicated, he was from Afghanistan... Person cutting my hair:: And he was a terrorist? I was going to say that a close family member had died in a bombing and he had to go back to Kabul. But I guess terrorist works?",implicit_hate
15222,if that is so  it clearly shows the hate crime punishment is only for white men .,implicit_hate
13266,german antifa call for the rape and genocide of ethnic germans | read more : via,implicit_hate
4553,well  you seem to hate the same people .,not_hate
10376,: pulpit freedom sunday oct . 7th | erik stanley on stand up for the truth,not_hate
11830,the only hate is in the empty nihilism of treasonous marxists such as yourself . you hate whites . you hate civilization . you hate beauty .,implicit_hate
19663,"they r illegals, not """"californians"""" & they should be living in fear every day & not have a moment of comfort!",implicit_hate
15807,. oh u be racist if u don't obama,not_hate
13445,look at any dislike / like ratio on any youtube video that tries to justify racial discrimination . racial discrimination is unpopular .,not_hate
5489,what happens when white liberals can no longer blame white racism for keeping blacks down ? : #blacklivesmatter,not_hate
8041,pewdiepie had a great career acting like a stupid moron . that is what the globalists wanted from him .,not_hate
12007,you want white cops to stop killing white people ? ok . how does that work exactly ?,not_hate
6394,unless you're of coloror gay  or ... not white,implicit_hate
9802,more : us official says 5 dead in tennessee shooting  including 4 marines  sole gunman :,not_hate
21072,What's the difference between a dog and a pizza? One can feed a family of four Asian people.,implicit_hate
16336,still believes ( like trump ) that whites are superior race,implicit_hate
11659,mass jooish media  skool & church have atomized caucasoids.no bonds only stranger,not_hate
20138,islam must be eradicated. third jihad is coming to an end. no more obama protection. deport all muslims.,implicit_hate
11087,you can't be a independent thinker and work for a jew . attacking white racial interests / cucking for israel is usually demanded .,implicit_hate
10178,yes it is ... no one can choose to who they are born ... it is racist to say being white is wrong,not_hate
2421,marxist socialism is supercapitalism via #withjewsyoulose,explicit_hate
7064,kkk would get their butts handed to em by the thugs this ain't the old days .,not_hate
10303,#impeachmerkel why has she not been removed #germany ? !,not_hate
2860," greeck finance minister : my country is like germany  "" just before the nazis took power "" "" | more : """,not_hate
7275,there is not a war against white ppl . you want to justify your actions of being a racist bigot .,not_hate
20634,illegals are bankrupting the taxpayers. send them back.,implicit_hate
3831," your  "" anti-islamic extremists "" "" threaten to kill no-one . muslim extremists kill people round the clock . """,implicit_hate
1370,how about a law that bans abortion if the father disapproves or doesn't sign off on it . cuckservatives have done absolutely nothing to advance or protect men's rights . #mra,not_hate
6218,people are dead and here you are butthurt that hunter was right .,not_hate
16961,he was not very brilliant  why delhi voted for him was due to bizarre combination of situations it seems .,not_hate
1351,he hasn't failed ... less than 3mos and has accomplished alot .,not_hate
9624,government official compares christian to nazis for declining to help with same-sex wedding .,not_hate
9109,this gentleman sounds like me . only difference i white female . we all bleed same red blood . patriots bleed red white & blue hate the view !,not_hate
5181,kudos to the hutton hotel for cancelling the racist hate-mongers and #tcot #gop #norway #breivik,not_hate
3492,so now you are denying that white countries are flooded with non white to create a ' blended humanity ' ? #whitegenocide,implicit_hate
17058,it is see in germany they say seig heil and america its white power i stick with germans their more organize,implicit_hate
11287,a white guy pretending to be black ?,not_hate
15920,based on my study of racist fascists  the rage is found more commonly amongst loser caste of white folks,not_hate
5258,of course a jihadist is a muslim u idiot,explicit_hate
2504,pl make middle east & pakistan currencies zero value not acceptable #currency,not_hate
3113,coming from a middle aged obese anti white that has no problem calling people of her own racial identity racist for taking a stand ...,implicit_hate
18842,no it doesn't make you racist  it makes you right !,not_hate
316,because white nationalists  the kkk  and neo-nazis don't have a history of violent intimidation and terrorism in the us .,not_hate
16334,stacy nationalism ?,not_hate
5616,"  "" preserving white majorities is anti-american "" "" """,implicit_hate
8353,you're wasting your time with these people . they will never understand the southern way of life .,not_hate
1805,when are the people of chicago going to wake up and smell the coffee . dump the dumbocrates .,not_hate
18447," hunter needs to read  "" starship troopers "" "" to understand true morality we will need to adopt to surivive / thrive """,not_hate
9423,: cuckservatives : blame #nevertrump via,not_hate
3087,boston marathon jihad murderer knew of brother's role in 9/11 / 11 murders of jews,not_hate
19391,and the non dumb know that race breeds culture. or is there another reason the british couldn't get indians to stop shitting in the street?,implicit_hate
8573,are you sure shes ( ( ( white ) ) ) ? ? ?,not_hate
7993,netflix announced a new anti-white show ( dear white people ) that promotes white genocide . i cancelled my account  do the same . #nonetflix,not_hate
5770,90 % of rape is intraracial . most white women are raped by white men .,not_hate
21097,I asked a Jewish girl for her number.. And she rolled up her sleeve,implicit_hate
19587,"no, the attacks are the perpetrators fault because their subhuman",implicit_hate
18852,not really . over half of the white supremacists on / pol / are mestizos .,not_hate
11599,is this due to the attack on british parliament ?,not_hate
12836,what are the black lives matter rallies supposed to do to white people that support law & order ?,implicit_hate
18635,c robert discuss phil jihad and muslim rape gangs . great job on uma,implicit_hate
1395,i mean how is the gop gonna survive general if its shrillest champions of corporate tax cuts and mid east wars leave for greener pastures ?,not_hate
19545,the border now welcome wagon for illegals. obama has eradicated immigration laws to flood country w/ peasants.,implicit_hate
4288,never he's clever isn't he what is france going to do about it ?,not_hate
6795,black supremacist arrested for threatening to kill all white people in the town | read more : via,implicit_hate
741,the deep state isn't white ... and the deep state has an anti white agenda . and russia is a white slavic nation with traditional values .,not_hate
2371,it's okay to be a racist as long as your not white,implicit_hate
12143,' religious liberty does not include political islam . ' #july4 #independenceday #cair,implicit_hate
6406,we have seen what anglojews have done to sweden  don't try to tell us that you are white and one of us please .,explicit_hate
15685,you sound a little bootyblasted that heimbach isn't just another racist libertarian pinokike fanboy podcaster .,not_hate
5441,trump is a failed businessman . you or i could have done bette,not_hate
15127,filthy jew tranny says europe cant criticize jew baby killing because white man colonized africa via,explicit_hate
9123,tomorrow : #istandwithpfl rally for religious freedom . - - washington  dc - - thursday  may 8  2014,not_hate
3198,good advice ! thanks for the support #makeamericagreatagain,not_hate
9005,screw you guys . you are just stooges of the #msm .,not_hate
6825,clerks write names  narendra kumar modi and narendra modi are same person ; idiots will not know .,not_hate
1688,that's a shame . also  i'm white .,not_hate
2110,and how were the alt white peaceful when they attacked white leftist american citizens ?,explicit_hate
12961," does antifa   "" or how you might say  the alt-left "" "" get even a dishonorable mention ? follow """,not_hate
16787,an explanation is needed ? it's jewbook . is jared going to start naming jews now ?,implicit_hate
13194,charlottesville : black lives matter and antifa cover thomas jefferson statue in black tarp via,not_hate
225,: antifa is a joke . bring them to the south .,not_hate
10253," lol 6 straight decades of  "" white ppl are the enemy & need to die "" "" articles = "" "" americans "" "" """,implicit_hate
11410,dead baby jokes at planned parenthood : not funny  give us back our tax ; via,not_hate
8932,not wanting your people and culture erased is a slightly different grievance than not liki,not_hate
11978,wonder if white separatist will discuss #racist prison gangs killing law officials at conference near nashville  tn this wknd,implicit_hate
5193,lnformed . read quran  mixed up authors  also history of family of & also muhammad . no peace  truth ls hypocritical,not_hate
1822,white nationalist are incapable of this when it comes to the issue of race b / c it's a matter of survival !,implicit_hate
11605,israeli zionists jews control white west,not_hate
17774,can you honestly support monuments to the racist eras of the 20s - 40s ? aren't you better than that ? can you hate other races that much ?,not_hate
16992,i am really really quick but do have a bit of a glow from my #holidays  can i still run in the white race ?,not_hate
8069,ron paul rips ted cruz ...,not_hate
19161,how #california is preparing illegal aliens for driving test #noamnesty,implicit_hate
18688,fuhrer will guide us to victory .,implicit_hate
10415,and like i said again you have yet to retweet any racist tweets from me so pretty much you're just a liar that's upset because i've exposed your racist propaganda and anti-black settlement,not_hate
9761,jews have aipac  splc and the adl . why is it white europeans can't have the alt-right ?,implicit_hate
19359,"pelosi is not a human being not sure what she is, but human she is not. look at swamp creatures category, ask mulder.",explicit_hate
10081,we are anonymousexpect cones and ddos #conesec,not_hate
16877,definitively  there is no racism against white people .,not_hate
13042,#varungandhi is fake gandhi but more truthful kaviraj than #kumarvishwas,not_hate
20709,"these extreme islamic need to be deported,we the people want these mosques shut down!! this we need to demand!!",implicit_hate
4893,attention white brothers and sisters . help with the survival of our race by following,not_hate
12024,"  "" alleged white genocide "" "" """,implicit_hate
6519,you sound violent and anti-white .,implicit_hate
5634," curious how you define  "" white . "" "" can one be white if they have 1 non-white parent ? a non-white grandparent ? are jews white ? """,not_hate
6703,: nigeria : islamic jihadists bomb church  murder five people,not_hate
9934,shri venkateswara ( balaji ) temple  birmingham  united kingdom is a beautiful & very famous temple . #hinduismabroad,not_hate
2013,' holocaust ' debate / comments / news sturdy colls ' tiles from treblinka tested ? ? : more on the fabulously sh ...,not_hate
6772,articles : thank a white male,not_hate
4351,president obama serves up hypocrisy as main course in his talk at prayer breakfast . #nbpicks,not_hate
18178,sorry not accurate  you know what demographic receives the most fed benefits in the south,not_hate
1298,don't make the white kids angry . #unitetheright #charlottesville,not_hate
5180,knuckle draggers ! are black people coming ? that's a racist headline .,not_hate
9755,jew mark zuckerberg promotes jew world order dystopia at harvard commencement speech daily stormer,explicit_hate
20542,"no, hell no! send every damn one of em back to wherever their parents are from! americans first and foremost! whole families go back!!!",implicit_hate
17462,with logic  even dadri was a criminal act and not communal . why different yard stick ?,not_hate
9589,emergency at 10 jp .. sonia gandhi rushes to meet president of india . cong house on fire #verdict2014,not_hate
19850,"move out of your mothers basement, go out and meet real people- you might like life?",implicit_hate
13012," the purpose of  "" conservatism "" "" is to save the left from itsel """,not_hate
3168,explains white flight again,not_hate
11958,white race is most beautiful creation of #god . it must be preserved . save hindus also .,implicit_hate
1209,as muslims stormed garissa university  she prayed & drank body lotion to survive,not_hate
15184,i believe your are slurring all white people  its offensive . #waronwhites,implicit_hate
15927,big surprise ! donna brazile doesn't like the way #gop candidates handled latinos ( santorum excepted ? ) #cnndebate,not_hate
13248,fascism : authoritarian ( white ) nationalism,not_hate
2987,: the jews know who belongs in the white house.jews .,implicit_hate
6957,i don't defend hate  violence by anyone  be it jew  christian  muslim etc,not_hate
21061,What do you call it when you throw a Molotov cocktail into the special-ed room? Hot potato,implicit_hate
19703,"thats called naxalt, retard. of course there exists a bell curve upon which there are blacks with high iqs but the average is far lower than whites and the vast majority sit at the average",implicit_hate
19799,ok were are they getting the moneydams breaking roads crumble fires every were but illegals come first.how about using money to help vets,implicit_hate
6349,they even pick on the white power ranger ...,not_hate
13312,how i hate the cucks !,explicit_hate
10364,: is burning whites the new knock out game for blacks ?,implicit_hate
9661,i already know about your white pride sir ... . many white supremacists groups are talking and writing about it ...,not_hate
1767,utm_source = feedburner & utm_medium = email & utm_campaign = feed % 3a + whiteresister % 2fxo + the + white + resister % 29 # . wd7xodinnvg.twitter via,not_hate
752,the moronic madman kasich wants to arm ukraine . one word : why ? #gopdebate,not_hate
9686,i see that all the time  too . i think the mixed race baby figures are underestimated . white women have gone nuts for this path to single motherhood .,implicit_hate
6440,white history never will forget confederate 1860-1865 ! ! !,implicit_hate
8887,maybe he won't kill our people like hillary,not_hate
17144,no more all white europe .,not_hate
3538,the evolution of white supremacy in carolina ( part iv ) via,not_hate
12264,bernie sanders : white people dont know what it is like to bepoor,not_hate
16777,all must remember  is desh ki shaan hain .. india is proud of him .,not_hate
20718,"how many terrorists would you be okay 100,10, 0? a sure vetting system would be to ban muslims for a time",explicit_hate
21414,Why can't all Black Women wear their hair like yours?,implicit_hate
21103,"Why do black people like basketball? Because they can shoot, steal and drive.",implicit_hate
4860,america cannot be a country that is for white interests with non-whites here . logical,implicit_hate
4645,you can't be pro white and pro jew  jews will hate you . but you can be pro jew and anti white and jews will adore you !,implicit_hate
2725,what is the democrats agenda behind undocumented immigration ! ?,not_hate
14617,there goes the white supremacy thingy again . yawn,not_hate
15342,notice the sws going to a white nationalists website to present sources to make her point . is a open white nationalists site,not_hate
3232,how ? plus i see you stalking white nationalist a lot,implicit_hate
18394,will hillary disavow her white racist supporters ? why not ?,not_hate
16715,... a bunch o white sheriffs . what a surprise .,not_hate
14752,with grief we announce sad demise of father of shri vinod tawde ji  funeral today 5 p.m.sahar road andheri ( e ),not_hate
15448,supports and approves and the has it live proves media is racist 2,not_hate
11866,too all the people who are apart of this white supremacy  you must end the hate . hate is a sickness you all have .,not_hate
6789,being white in philly : pennsylvania h / t sbpdl the black mayor of philadelphia is trying to the human rights c ...,implicit_hate
1457,it's ok to be white,implicit_hate
16958,he is lucky white people are infinitely more disciplined than afros .,implicit_hate
15946,but will actually do anything and pass it ? ? he let kate's law die in the senate . betrayal of american people .,not_hate
16852,but the europeans were falsely representing christianity and white people  like isis is falsely representing islam,not_hate
21146,"I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”",implicit_hate
173," white people have threatened the safety of  "" americans "" "" since the beginning  before this was even america """,implicit_hate
6517,you need the white boogeyman to justify your failures,implicit_hate
9057,the disagreements over abortion should drive us towards dialogue & truth . by,not_hate
2298,i am not defending hindus just out of nothing ... i am doing it as i know that i can do it .. a debt to my guru k n rao,not_hate
2306,i hate fat people .,explicit_hate
11561,i see nothing wrong with pride in ones white race . blacks  mexicans jews all are .,not_hate
2242,fuhrer's birthday today 20th april . pl gather near city centre churches with swastika flags & slogans heil hitler .,implicit_hate
16423,this is exactly how to do it . good optics  strategy and also just good hearts helping these poor guys . bless u,not_hate
12695,stand with trump on military readiness ! sign the petition #securitynotsexchanges #commonsensedefense,not_hate
3996,breitbart isn't white nationalism . try     ; yuge difference .,not_hate
12291,choosewhite country where 30-40 of whites are socialistsorpoc majority country where 70 % + poc & 40 % of whites are socialists,not_hate
12936,you want to punish white people by labeling them white supremacists !,not_hate
18143,run your own nations .. your invasion only hurts the ethnic makeup of those distinct european countries .,implicit_hate
19920,"if the west is so desperate for migrants, take indians! they are family focused, hard-working, ambiti",implicit_hate
15225,if you believe jefferson aka the father of white supremacy . we get the term white supremacy from whites #espn,not_hate
16020,feds target family business . calls on trump to protect it #religiousliberty,not_hate
21283,if a muslim beats his wife is it domestic violence or child abuse ?,implicit_hate
10200,youth are hungry for a white resurgence . we are the future .,implicit_hate
16317,snacks for thought : why don't middle class black people vacation in trailer parks ?,implicit_hate
6248,rotten way to make a living . king is a racist .,not_hate
18544,: detroit : the death of white civilisation,implicit_hate
4579,white genocide in america 1960-2060 | read more : via,not_hate
15957,cernovich has highly successful mindset work to go back to . these people were always in it to make some,not_hate
11120,"  "" sure they're pretty  but can they fight ? "" "" - gen vernon ( nmn ) pinkley - """,not_hate
5778,: conference to focus on abortions of disabled unborn babies,not_hate
11934,white culture ( shaped by history ) is superior  why else would people across the globe flock to the civilizations founded on white cultures ?,implicit_hate
4707," not   "" i hope everyone is ok . "" "" but "" "" i really hope he's white . "" "" """,implicit_hate
391,fair . most of us know you're a racist hate group . so stfu .,not_hate
1135,: only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school ...,implicit_hate
18039,media blanch when mentions rising crime  but are all too happy to report #blacklivesmatter myths .,implicit_hate
426,heretics = infidels halal to kill,implicit_hate
20798,"thats why dhs should put chutes on illegals, load em on plane, push them out over native country.",implicit_hate
14436,not racist . a true american .,not_hate
20144,there are some people who came here legally why should illegal immigrants get a free ticket this is bull shit,implicit_hate
1747,this sounds like a kid caught in a lie . also do left-wing activists use the word cuck alot ?,implicit_hate
19657,when muslims become devout they turned into violent savage beasts; when they aren't they're decent human beings. read the book,implicit_hate
20413,make him serve it in a hog pen. ferret out all these scumbags and send em all back where they came. s,implicit_hate
11609,it seams the people who keep calling people racist are the real racist ones  because that's all they think about .,not_hate
10944,this is a terrible strategy my dude  the media has run w / the same narrative for 70 yea,not_hate
17038,if the enemies of the sa are hoping that the sa will not return from leave  we are ready to let them enjoy the hope for a short time #nazi,not_hate
14853," rt andrew  "" weev "" "" auernheimer revealed : the ' white nationalist ' who is not white  sysadmin for the daily stormer & covered for by andrew anglin . """,not_hate
2723,what else is new ! ',not_hate
14888,#hillary getting illegal aliens to vote : #mexico #immigration #amnesty #treason,implicit_hate
14450,obama's fault charge him with accessory 2 all crimes committed by illegal aliens & any by refugees his fault 4 real,implicit_hate
19947,-when you #blacktrash sons-of-#crackwhore mommas want a dialog let me know? you are pathetic #urbanboybitch pukes!,implicit_hate
16574,you are a proslavery dem who is a racist,not_hate
11361,black and white working poor are in the same boat.to keep power  the rich always turn the poor against each other by race . we are on them .,not_hate
16728,: addendum : western politicians damage also europe christianity by ' pandering ' to islam . actually they dama,implicit_hate
10218,"  "" white nationalism isn't the way to go  "" "" said the zionist . """,implicit_hate
19826,"uh oh, better call the optics police!",implicit_hate
10232," as says   "" white "" "" is an all-encompassing perpetrator category  but victims are truly divided between "" "" white "" "" and "" "" hispanic . "" "" """,not_hate
10102,what do you think things would be like now if rubio or cruz had won ?,not_hate
18008,john mccain is no longer a sore loser that is ungrateful for the opportunities he has been afforded . he has become a saboteur who has set out to destroy people with whom he disagrees .,not_hate
1311,every white area / country is the most modern  civilised & clean .. it's no wonder they want to flock like rats .. their countries will be empty one day while ours are over run with them .. its wrong ! people didn't fight & die to protect our countries to be over run today .,implicit_hate
885,white supremacists are the real snowflakes .,not_hate
18843,no more white submissivism to jewish globalism,implicit_hate
9262,you racist  you .,not_hate
1870,yes keralites too put alien names and act in this manner - anything indian is not good for them,implicit_hate
11672,msm clearly embarrassed by anarchic & anti-white racist violence of #baltimoreriots and not a word about #soros funding #blacklivesmatter,implicit_hate
16854,but we know what many europeans and white americans are doing today sir ... it's right here .,not_hate
14435,not possible . the moment you enter illegally you are a criminal omitting a crime . try again .,implicit_hate
19954,but hey! that fat whore sure did make a fabulous sock puppet! minus the smell and liquid discharge,implicit_hate
15316,must must must read . mt you're allowed to speak about jihad violence in uk  as long as you're for it .,implicit_hate
9543,canada has a strong national identity thats welcoming to immigrants and makes immigrants want to assimilate,not_hate
12982," olivia cole is  "" sick of white people "" "" : """,not_hate
16908,everything is racist if a white person says or does it . but yes  the koran is religiously & culturally racist,implicit_hate
13097,: via : california : muslim gets life sentence for killing wife in murder initially blamed on ...,not_hate
13437,live on #periscope : did the national press club censor the alt-right ?,not_hate
16944,go fight in your own city . you don't get to tell us what monuments we have to keep . it's our city . we get to celebrate our way .,not_hate
12039," actually  the  "" base "" "" in the south has been given proof "" "" mainstream conservatives "" "" are a bunch of weak  cucked faggots """,explicit_hate
14919,2 / it in fact guarantees their irrelevance . evangelicals  like conservatives  are overwhelmingly white ( 76 %  according to pew ) .,not_hate
17029,i'm not anti white  though i do find it funny that you consider my genes not worth preserving when all i have seen is overweight  unhealthy  and litteraly mentality of a screw driver of white dudes crying over our white race it's pathetic,not_hate
4293,no i'm not  trans is all about gender identity,not_hate
8837,its all fun and games as long as the muds are terrorizing whites that is the jew plan but when they turn on the jew all of a sudden they are terrorist,implicit_hate
15882,american indians are asiatic mongrels  they have no claim to america or the 1st world nation whites built on top of it,implicit_hate
419,he was with a group of people all looking for trouble .,not_hate
5226,na see  like  those are fake  the white man changed it to look like them and sheeit  we wuz statues and sheeeiiit  naw mean,implicit_hate
3437,our party actively seeks support of to build hindu india . rss is the custodian of our traditions .,not_hate
15876,all they do is attack the alt right and discourage thus far successful tactics we've used until now try,not_hate
4769,#myjihad in france : three muslims planned imminent bomb attack in france  contacted white house : and the white ...,not_hate
5039,hey & u 2 #washingtonpost liars just smeared #trump claiming his comments were aimed @ mexican americans ( false ),not_hate
16967,here is the evidence of aap supporting separatist resolutions of sarbat khalsa .,not_hate
16296,racist republicans get criticized but racist demokkkrats get immortalized ! just see robert byrd and william j . fulbright for proof .,not_hate
16100,i have moral outrage -> i hate wife beating . i hate child marriage . i hate jihad #billwarner,not_hate
8650,dems before election : i hate alabama they are all backwoods rednecks who want to kill gays and blacks,not_hate
18439,"  "" white live metter ' "" "" confedrate stataes of amrican "" "" how about learn how to spell and propper grammar ... trailer trash .. """,explicit_hate
15747," rt : interfaith outreach in syria : islamic jihad groups attack monastery  try repeatedly to destroy  "" id """,not_hate
21366,"I like you, you don't act gay.",implicit_hate
1200,anti-racist equals anti-white billboard erected in arkansas ( video ) va,implicit_hate
20135,"we need to stop terrorism. its bad!"""" your proposal is?""""only let in the based muslims!"""" o oh. okay.",implicit_hate
10130,white man charged with hate crime in knockout game ? ? #news #racism #hatecrime #socialjustice,not_hate
13022," yeah ... but ... muslims aren't really  "" white "" "" ... so ... you know ... it's ok . try not to be a racist . """,not_hate
18308,universities teaching white-developed academics  on the backs of historic white intellectuals .,implicit_hate
9450,a bunch of faggots laughing at us & spending money wildly while talking about fiscal conservatism & values,explicit_hate
12134,#trucons have struck gold on replacing andrew jackson with harriet tubman :,not_hate
19904,"you cross-straddlers don't do readins' well, do you?",implicit_hate
1552,not racist just ignorant .,not_hate
15047,but thanks for the laugh . always fun to hear from a person who hates jews about how other people hate jews too .,not_hate
5583,you mean other than white . because if you white you get no justice maybe before but not any more .,not_hate
15465,that people are different  that is the point,not_hate
14384,lol purim isn't pro white,not_hate
11139," gens alba conservanda est = latin for  "" the white race must be saved "" "" """,implicit_hate
7607,: too bad he didn't kill the guy . you white supremacists are so fragile that you break like glass,not_hate
1468,jesus . the way the media calls trump racist  i wonder how long its gonna be before they start saying he hates white people too,not_hate
11790,sure  i want to destroy the enemy  but larping with gay swastika shir,implicit_hate
12085," rt  "" that's called business by the way . "" "" savage #debatenight """,not_hate
20291,suregive all the illegal aliens more freebies and let our vets go without care,implicit_hate
3728,you fondly imagine that europeans see you as ' their people ' . go to any,not_hate
905,with the latest on pres . obama's #va scandal  joins #dcwatchlive radio now :,not_hate
4096,hey how's pallin around with hate group leader / white supremacist ?,implicit_hate
10110,what timely fashion to have a nice crop of afghan / iraq vets filling ranks of alt right .,not_hate
1159,> implying that black people still dont deal with the same level of racism ?,not_hate
10896,the antifa don't support genocide . you nazis do .,implicit_hate
1243,but act  you're racist and hate all people of color and muslims  right ! ? oh ... wait  you don't ? you a,not_hate
1888,you're not understanding . the alt right should have expected this  that ant,not_hate
17069,jack donovan drops corporate #redpill,not_hate
2218,even of the devil wanted to set up a vigil for george soros  i wouldn't care . death is death . can't we let people mourn without investigating the situation for possible thought crime ? geeze,not_hate
18595,and when black people dont start lynching white people  maybe youll be ready to re-examine your worldview .,not_hate
7469," categorizing mixed-race people as simply  "" black "" "" undermines arguments for race realism . """,not_hate
17383,voting for or will never make america white again but you keep dreaming,not_hate
7194,selfish yashwant sinha on saturday tore into prime minister narendra modi and his,not_hate
9601,fake account,not_hate
14526,since it was black cop that killed a black suspect in #milwaukee i am not sure how or why the race card is played,not_hate
15627,white south africans like frogs in boiling water as anti-white racial violence escalates via,implicit_hate
12284,california is an anti-white state . theblaze,implicit_hate
20415,"important read --> amnesty in the ndaa is not open, honest, or fair",implicit_hate
16836,black on white violence ? emagen my shaaawk,implicit_hate
5463,we are taking off the kkk,not_hate
8931,not on  persecution by evangelicals on us . vicious bible belt christians created the kkk  curse on civilization,not_hate
15713," ' holocaust ' debate / comments / news so called  "" holocaust scholar "" "" brent m . blackwell demolished on majdanek ... """,not_hate
6841,cuckservatives : trumps white nationalist fans discredit hiscandidacy,implicit_hate
8781,i thought argentina was still 90 % white .,not_hate
19662,"mt : """"we must resist ebolaphobia. these viruses just come here for a better life, to do jobs that american viruses refuse to do.",implicit_hate
18625,breaking : hillary sent ' marked classified ' info to nonsecure abedin accountread more at #hillarysemails,not_hate
647,our heroes will never be theirs . multiculturalism is a hoax . hail white america .,implicit_hate
6565," how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel #racism """,implicit_hate
3785," of all the  "" threats "" "" against jewish centers  was a single one connected to a white person ? i only recall jews & blacks """,implicit_hate
13344,i think getting rid of milo was a good thing-he was,not_hate
8281,white killers live . black people don't . why is that difficult for you to get ?,implicit_hate
8058,really have you heard the pope lately ? no christian or jew is taught to kill homosexuals.no law supports it .,not_hate
16942,germany police calling for racial separation of foreign,not_hate
17340,this is interesting  people need to take responsibility,not_hate
9818,never again ! ! ! white vs white wars for jews !,explicit_hate
12306,department of justice and president cuck opening up civil rights investigation into charlottesville via,explicit_hate
12881,white supremacists are calling you a bourgeois establishment hack  too ?,not_hate
2670,tommy robinson  kevin carroll  pamela geller  robert spencer breaking with edl,not_hate
15909,are you offended that they are cracking down on white supremacist ?,not_hate
11735,raise act doesnot hurt skilled immigration ! ! ! if anything it makes it better ! this is the best possible complement to the h1b bill !,not_hate
12984," raymond ibrahim on egypt : coptic christians fed to muslim  "" lions "" "" via """,not_hate
7806,holocaust  which one ?,not_hate
11989,yes ... you think antifa is just here in the good old us ? lol ... simple minds,implicit_hate
21314,what do you call a mentally handicapped jew ? aushwistic .,implicit_hate
16130,if he is pro white and becomes president  all the white countries will follow suit.no elections necessary !,implicit_hate
4656,you're really trying to make american white again  huh ?,not_hate
20790,"omg- i didn't realize the infection had spread that far. we need a cure, fast! we need a good dose of #maga",implicit_hate
3060,arvind kejriwal day dream - his own mla's are not sure of winning again and will join bjp with no perks,not_hate
1371,how about repealing outdated  offensive federal laws against native whites in the south and west ?,not_hate
9390,' holocaust ' debate / comments / news holocaust hoax day 23 january : i visited dermot mulqueen over the anniv ...,implicit_hate
7577,: compassion : a must for national socialists : #ff #p2 #ows #occupy #tcot #tlot #news #freedom #free ...,not_hate
5283,people will start thinking all of this trump phenomena is a comedy of errors  when it has been staged k,not_hate
7907,it's ok to be white and i'm proud to be white . just like your proud to be black and it's ok to black also .,not_hate
7622,abortion in the us is a coin toss : heads it is white  tails it is non-white,not_hate
9837,no racist wall !,not_hate
19026,weknowwhoisbehind plot 2genocide white race,implicit_hate
7340,well he they would be born white . and most jews were born white .,implicit_hate
19215,"the 3rd world was once great civilizations, don't forget",implicit_hate
15726," if you join we can make america a great aesthetic  pro white european  effective and efficient  "" empire "" "" """,implicit_hate
8765,i dont need a group to tell me that whites should be revered or preserved or protected or special ... im not afraid of being replaced,implicit_hate
12005,you sound like a white supremacist to me,implicit_hate
10741,north texas white unity meeting via,not_hate
13120,after the smoke clears these racist white folks egging you are going back to the closet . where would,not_hate
10389,? ? but i'm a very white guy & a scholar of nordic things . i can read the elder edda . and i hate you . maybe think about that for a minute .,not_hate
12521,maybe they will reconsider . in every single election  they vote against our cultural decline . it is futile because the system itself is what is driving it . this is the result that liberal democracy has produced everywhere it has been tried,implicit_hate
16416,they might be human beings  but they ain't pure white .,implicit_hate
21423,Why are there so many party stores in the ghetto? Like do all the poor people like to celebrate they're poor?,implicit_hate
10717,modi has erased any ambiguity about reservation on religious basis . his maha colleagues cm & khadse should shed ambiguity .,not_hate
11489,going live w / & now to talk #charliehebdo and religious tolerance . #cavuto,not_hate
13211,cuckservatives deserve their reward  that includes trump losing the next election .,not_hate
4809,: hope and change ... for the worse . : a sentiment echoed by many #workingclass americans . #economy ...,not_hate
15383,protest the splc again  and see if antifa don't react .,not_hate
13709,took the words right out of my mouth . they love their keyboard nationalism . even the t,not_hate
17814,don't forget obama is half white .,implicit_hate
8172,then  why should hindus listen to muslim prayers on loud speakers for 5 times a day which is violation of article 25,not_hate
11100,you retweet white supremacists and say this ?,not_hate
11530,how does feel about asking his mistress to abort his unborn child ? :/ /,not_hate
1791,what could people in disagreement with national socialism possibly be missing ? murderous thuggery = we got it . individ liberty is best .,implicit_hate
15619,white people don't exist  only black people do,implicit_hate
